,Platform,Brand,Category,Product Name ,Price,Reviewer,Review,Review_clean,Product Purchase,Ratings,Date Of Review,Response
0,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,zenheng,"delivery was quite fast, and item was on discount too so i couldn’t complain. so far liking this product! will continue to use it :)",delivery was quite fast and item was on discount too so i could t complain so far liking this product will continue to use it,,4.0,2020-02-06 23:58:00,no
1,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,glennoeestaquio,"received item sealed properly.
quick delivery too.
item not tested yet as for gifting purpose!",received item sealed properly quick delivery too item not tested yet as for lifting purpose,,5.0,2020-02-06 12:44:00,no
2,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,shy2206,yet to try but delivery was prompt and product has long expiry.,yet to try but delivery was prompt and product has long expiry,,5.0,2020-02-06 10:21:00,no
3,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,lindamiyalin,"well wrapped,  in good condition,  super fast delivery,  first time buy,  yet to try,  thanks seller  excellent service ",well wrapped in good condition super fast delivery first time buy yet to try thanks seller excellent service,,5.0,2020-01-30 23:01:00,no
4,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,kyc385,"well packed, will buy again",well packed will buy again,,5.0,2020-02-01 11:40:00,no
5,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,junicaj,well wrap in good condition ,well wrap in good condition,,5.0,2020-02-01 23:25:00,no
6,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,aciirt,came in good condition. will start using soon. thank u.,came in good condition will start using soon thank u,,5.0,2020-01-26 22:21:00,no
7,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,gm.pub,soothing feel,soothing feel,,5.0,2020-01-30 15:45:00,no
8,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,ojmelt,"super fast delivery, received item the following day. ordered during flash sale with special item coupon + coins. item is manufactured in jun 2019. good deal😃",super fast delivery received item the following day ordered during flash sale with special item coupon coins item is manufactured in jun 2019 good deal,,5.0,2020-01-24 18:59:00,no
9,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,areumam,effective product. fast delivery. received 1 day after order.,effective product fast delivery received 1 day after order,,5.0,2020-01-26 12:42:00,no
10,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,ellarose_nong,received the products in a good condition and with fast 💨 delivery 🚚 service:),received the products in a good condition and with fast delivery service,,5.0,2020-01-24 12:41:00,no
11,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,prettyaeh,it's definitely cheaper than retail with the coupon. i'm happy with the purchase,it is definitely cheaper than retail with the coupon I am happy with the purchase,,5.0,2020-01-21 14:44:00,no
12,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,arayakarn,purchase this with a promo price! cheap and good. thanks seller!,purchase this with a promo price cheap and good thanks seller,,5.0,2020-01-18 20:45:00,no
13,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,danocwl,item arrived in 3 days nicely packed. good price. good product. ,item arrived in 3 days nicely packed good price good product,,5.0,2020-01-22 12:00:00,no
14,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,nafizahbteswadid,super fast delivery. i received it within 24 hrs of my order. packed well.  cant wait to use it. i will order again from this supplier,super fast delivery i received it within 24 hrs of my order packed well cant wait to use it i will order again from this supplier,,5.0,2020-01-18 10:40:00,no
15,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,joekoh22,"item was delivered quickly and was well packed, very satisfied with this purchase!",item was delivered quickly and was well packed very satisfied with this purchase,,5.0,2020-01-16 16:46:00,no
16,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,yosh3,product is well packed and fast delivery but delivered at 11pm at night.. i prefer a text or msg beforehand..,product is well packed and fast delivery but delivered at pm at night i prefer a text or msg beforehand,,3.0,2020-01-16 06:12:00,no
17,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,chocofries,item as described ,item as described,,5.0,2020-01-15 14:02:00,no
18,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,suzanzin,received with a good condition. fast delivery service as well. good quality product. bought for my sister as a new year gift 🎁. will purchase again if got good deals. the price is cheaper than retail shop. thanks seller ,received with a good condition fast delivery service as well good quality product bought for my sister as a new year gift will purchase again if got good deals the price is cheaper than retail shop thanks seller,,5.0,2020-01-07 10:47:00,no
19,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,yuki041,"fast delivery. ordered on sunday and received on wednesday. yet to try, hope it's good!",fast delivery ordered on sunday and received on wednesday yet to try hope it is good,,5.0,2020-01-15 21:47:00,no
20,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,maymay_4,goods recd in good condition and fast delivery. yet to use and hope it’s work,goods read in good condition and fast delivery yet to use and hope it s work,,5.0,2020-01-15 22:44:00,no
21,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,dmst99,"delivery was super fast. received it within 2 days.
this is the first time i buy this product, not sure if is effective, noted that is made in china, but guess nowadays majority of things are made in china, so shouldn’t be an issue in the current world.",delivery was super fast received it within 2 days this is the first time i buy this product not sure if is effective noted that is made in china but guess nowadays majority of things are made in china so should t be an issue in the current world,,4.0,2020-01-13 01:30:00,no
22,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,st4rst4r,received in good condition. manufacture in 06/2019. bought during flash sale with coupon. will buy again if it is good,received in good condition manufacture in 06 2019 bought during flash sale with coupon will buy again if it is good,,5.0,2020-01-08 18:38:00,no
23,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,orangetu,"delivery fast. packed in bubbles envelop. used $5 voucher and shopppee coins, paid $16+. first time purchase and use of product. not sure effective. manufacture date is june 2019. tried it on my cleansed face, absorbs well and has very mild fragrance.",delivery fast packed in bubbles envelop used 5 voucher and shopper coins paid 16 first time purchase and use of product not sure effective manufacture date is june 2019 tried it on my cleansed face absorbs well and has very mild fragrance,,5.0,2020-01-09 08:35:00,no
24,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,triciadinh,super fast delivery! nice packaging! have yet to use so hope it works ,super fast delivery nice packaging have yet to use so hope it works,,5.0,2020-01-07 21:25:00,no
25,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,syafiqtay1987,item received quite fast.....gotta try and wait for result.....,item received quite fast got ta try and wait for result,,5.0,2020-01-09 18:05:00,no
26,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,pentstarz,legit product! havent tried but received just a few days after order. will buy again!,legit product havent tried but received just a few days after order will buy again,,5.0,2020-01-07 18:35:00,no
27,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,vivacecs,have not tried yet.. fast delivery,have not tried yet fast delivery,,5.0,2019-12-28 12:49:00,no
28,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,bellekymbie,2nd round purchase after having quite good improvement from the first time usage of the essence. high quality product and fitted well to the asian facial skins. seller provided faster service and delivery. thanks seller and shopee.,and round purchase after having quite good improvement from the first time usage of the essence high quality product and fitted well to the asian facial skins seller provided faster service and delivery thanks seller and hope,,5.0,2019-12-13 11:25:00,no
29,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,sabikeena,"#shopeehaul good product quality fast delivery excellent service by seller
products were nicely packed and delivered. got a lot of free stuff too! thanks seller! ",shopeehaul good product quality fast delivery excellent service by seller products were nicely packed and delivered got a lot of free stuff too thanks seller,,5.0,2019-12-14 20:17:00,no
30,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,mamajen19,fast delivery. first time trying. will buy again if is good.,fast delivery first time trying will buy again if is good,,5.0,2019-12-18 13:27:00,no
31,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,michabelle1212,"order well received, fast and efficient delivery thanks seller ",order well received fast and efficient delivery thanks seller,,5.0,2019-12-17 00:28:00,no
32,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,terryhoxz,"good purchase, fast delivery, wrap properly. no complains... ",good purchase fast delivery wrap properly no complains,,5.0,2019-12-13 12:10:00,no
33,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,lesha7171,"bought during 1212 sales and like the texture, worth the money.",bought during 1212 sales and like the texture worth the money,,5.0,2019-12-15 22:03:00,no
34,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,zerendipity,item well-received and in good packaging. tested it and it’s not very sticky. seems to absorb well! ,item well received and in good packaging tested it and it s not very sticky seems to absorb well,,5.0,2019-12-11 23:48:00,no
35,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,fredazin,item received its really a good deal as i got it with $19. mfg date on 2019 👍,item received its really a good deal as i got it with 19 meg date on 2019,,5.0,2019-12-11 13:37:00,no
36,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,gracesjm,delivery was fast. just started using it. love the smell,delivery was fast just started using it love the smell,,4.0,2019-12-13 21:29:00,no
37,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,thanthan525,super ,super,,5.0,2019-12-09 17:35:00,no
38,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,annkoo5844,parcel is receive，thanks seller,parcel is receive thanks seller,,5.0,2019-12-11 20:22:00,no
39,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,saki1919,1st time buying this product.  have yet to use it. if product is good will buy again ,st time buying this product have yet to use it if product is good will buy again,,5.0,2019-12-02 00:29:00,no
40,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,bevvyashleyx,can’t wait to get the products soon! they gave 2x free brightening essence masks in the bundle. got it during the 11.11 sale and it’s super worth it ,can t wait to get the products soon they gave x free brightening essence masks in the bundle got it during the 11 11 sale and it s super worth it,,5.0,2019-11-26 08:43:00,no
41,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,chxrmxine,"ordered during the 11.11 sale, price wise was very worth and even came with free sheet mask. though delivery took quite some time but overall very satisfied still!",ordered during the 11 11 sale price wise was very worth and even came with free sheet mask though delivery took quite some time but overall very satisfied still,,5.0,2019-11-24 00:35:00,no
42,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,saleenasl,fast delivery,fast delivery,,5.0,2019-11-29 01:42:00,no
43,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,veronnshop,yet to try but fast delivery and good condition! comes with free masks too yay!,yet to try but fast delivery and good condition comes with free masks too yay,,5.0,2019-11-20 19:24:00,no
44,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,areumam,came in good condition. received it within a few days. very satisfied  ,came in good condition received it within a few days very satisfied,,5.0,2019-11-26 17:45:00,no
45,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,hesapollo,paid 30/10 received 6/11. got it during flash sale. can't find production or expiry date. 2 masks looks 👍🏼. hope it's good. note: product of china,paid 30 10 received 6 11 got it during flash sale can not find production or expiry date 2 masks looks hope it is good note product of china,,5.0,2019-11-07 17:27:00,no
46,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,nxxxxhz,"bought during 11.11 sales period hence it was a gd bundle buy. i rcved my parcel within 3 days. my 1st time using this product. it feels non sticky and no overpowering smell. delivery guy was weird though. he just left my parcel in between my front door and gate, didnt even bother to knock. ",bought during 11 11 sales period hence it was a gd bundle buy i roved my parcel within 3 days my st time using this product it feels non sticky and no overpowering smell delivery guy was weird though he just left my parcel in between my front door and gate dint even bother to knock,,5.0,2019-11-07 23:54:00,no
47,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,annielim43,no comments/review is an image,no comments review is an image,,3.0,2019-11-21 18:15:00,no
48,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,christinelim1212,item received safely ,item received safely,,5.0,2019-11-22 16:57:00,no
49,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,etsythiaf,"absolutely loved it! made my skin really bright and refreshed. i have combination skin and some of parts of my skin will usually feel oily in the morning after waking up, but applying this the night before, somehow made my skin soo much better! ",absolutely loved it made my skin really bright and refreshed i have combination skin and some of parts of my skin will usually feel oily in the morning after waking up but applying this the night before somehow made my skin soo much better,,5.0,2019-11-14 09:51:00,no
50,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,lingzy88,the items were nicely packed and sent in a bubbled envelope.,the items were nicely packed and sent in a bubbled envelope,,5.0,2019-11-19 20:31:00,no
51,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,seowkh89,received in good condition. came with the free masks. hope the micro essence is good.,received in good condition came with the free masks hope the micro essence is good,,4.0,2019-11-08 19:48:00,no
52,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,yukihooxuefen,receive essence and 2 masks at $19.90. cheaper than retail and deliver to doorstep.,receive essence and 2 masks at 19 90 cheaper than retail and deliver to doorstep,,5.0,2019-11-07 11:51:00,no
53,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,nntjulia,received within a week ,received within a week,,5.0,2019-11-20 09:12:00,no
54,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,salaxd3,"item was well packaged and delivery was very fast! always wanted to try this product, can’t wait to use it! ",item was well packaged and delivery was very fast always wanted to try this product can t wait to use it,,5.0,2019-11-01 16:13:00,no
55,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,indulgethejoy,bought it during flash sales. good expiry date and fast delivery,bought it during flash sales good expiry date and fast delivery,,5.0,2019-11-05 13:48:00,no
56,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,gabrieltang,"good authentic product, came in nice packaging. very nice! ",good authentic product came in nice packaging very nice,,5.0,2019-11-07 20:00:00,no
57,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,niwdejie,quick and fast delivery! nice packed and sealed! can’t wait to try out the products! ,quick and fast delivery nice packed and sealed can t wait to try out the products,,5.0,2019-11-02 06:58:00,no
58,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,jess_ang77,products received well and thanks for the 2 free lipsticks ,products received well and thanks for the 2 free lipsticks,,5.0,2019-11-04 20:31:00,no
59,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,stevenqwaszx,"received in good condition. bought on sale, masks were free. tried on the mask and it felt hydrating. ",received in good condition bought on sale masks were free tried on the mask and it felt hydration,,5.0,2019-11-01 23:53:00,no
60,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,jennet_ong,received after 3days from order. hope the product doea what it claims,received after days from order hope the product does what it claims,,5.0,2019-11-01 21:34:00,no
61,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,krishnajone,received well as adv.good quality and i like it's smell. hopfully my skin will be better and glow. thanks loreal 😍,received well as adv good quality and i like it is smell hopefully my skin will be better and glow thanks lorean,,5.0,2019-11-01 13:49:00,no
62,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,vei.s,speedy delivery. yet to try the product. hope it works on my skin,speedy delivery yet to try the product hope it works on my skin,,5.0,2019-11-01 15:07:00,no
63,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,lurhayss,well package. fast delivery. way cheaper compared to outside stores ($35) got it for $19 with two free mask!,well package fast delivery way cheaper compared to outside stores 35 got it for 19 with two free mask,,5.0,2019-11-01 16:35:00,no
64,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,serenegoh,have yet to use but smells exactly like the medicube triple collagen essence so i'm expecting it to be good (will use after done with medicube) thanks for the free gift! bought at $19.90 flash sale,have yet to use but smells exactly like the medicine triple collagen essence so I am expecting it to be good will use after done with medicine thanks for the free gift bought at 19 90 flash sale,,5.0,2019-10-24 22:26:00,no
65,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,shweyatisu,i didn`r expect the quality is so nice...but it worked so well. will buy again.,i didn r expect the quality is so nice but it worked so well will buy again,,5.0,2019-11-05 21:24:00,no
66,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,bellekymbie,recieved within a few days after flash deal purchase. wanna try something new and believe l’oreal always provide better quality product especially the essential cosmetics. hopefully this brand new essence will work well also. ,received within a few days after flash deal purchase wan na try something new and believe l real always provide better quality product especially the essential cosmetics hopefully this brand new essence will work well also,,5.0,2019-10-17 18:47:00,no
67,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,emilyjjeow,trying this out .have never used before but looks good,trying this out have never used before but looks good,,5.0,2019-11-05 19:00:00,no
68,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,glowithme,"wanted to try this product , so is a good time to buy, plus free masks. hope product suits me",wanted to try this product so is a good time to buy plus free masks hope product suits me,,5.0,2019-11-06 00:12:00,no
69,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,jocelinruchiadi,"items received in good condition, delivered within 5 days.",items received in good condition delivered within 5 days,,5.0,2019-10-31 11:37:00,no
70,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,lizzie24963,"good packaging, very fast delivery, yet to try, hopefully will have good effect. ",good packaging very fast delivery yet to try hopefully will have good effect,,5.0,2019-11-01 21:51:00,no
71,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,ymmo13,"very fast delivery.m, received within 4 days. recommended .",very fast delivery m received within 4 days recommended,,5.0,2019-11-01 22:40:00,no
72,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,yukaleong, product delivered in good shape within 5 days,product delivered in good shape within 5 days,,5.0,2019-11-07 21:22:00,no
73,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,huizhenl,received item but did not receive the masks as shown in the image listing. ,received item but did not receive the masks as shown in the image listing,,5.0,2019-11-05 23:05:00,no
74,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,janicetay14,fast delivery. considerably long expiry. yet to tell the effect of the essence but has a nice fragrance and non-sticky.,fast delivery considerably long expiry yet to tell the effect of the essence but has a nice fragrance and non sticky,,5.0,2019-10-03 10:37:00,yes
75,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,natalielcj,came faster than expected as i thought was pre-order. thanks seller! ,came faster than expected as i thought was pre order thanks seller,,5.0,2019-11-04 18:22:00,no
76,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,alxr243,ordered 26th oct. received 31st oct in good condition. thanks! ,ordered with oct received just oct in good condition thanks,,5.0,2019-10-31 20:07:00,no
77,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,jaswong77,items received in bubble wrapped envelope in good condition. free 2 pc mask as stated.,items received in bubble wrapped envelope in good condition free 2 pc mask as stated,,5.0,2019-11-01 22:46:00,no
78,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,jaimecher,very fast delivery and item was well received repeated purchase. it came with a free  uv sunblock love the promo. will  buy again ,very fast delivery and item was well received repeated purchase it came with a free uv sunblock love the promo will buy again,,5.0,2019-10-15 22:53:00,no
79,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,ziweeei_,missing freebies :(,missing freebies,,4.0,2019-11-04 20:59:00,no
80,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,lynnliao17,order received in good condition. yet to try. hopefully it will be good. ,order received in good condition yet to try hopefully it will be good,,5.0,2019-10-17 13:18:00,no
81,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,sk.buyer,fast delivery n cheap ,fast delivery n cheap,,5.0,2019-11-02 15:49:00,no
82,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,rashini,it’s from china but i think the authenticity can be trusted,it s from china but i think the authenticity can be trusted,,5.0,2019-10-12 10:18:00,no
83,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,aliciawang0102,next day delivery it’s super fast ,next day delivery it s super fast,,5.0,2019-10-13 10:48:00,no
84,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,akerumnm,"very prompt delivery and great service
have yet to use product",very prompt delivery and great service have yet to use product,,5.0,2019-10-11 16:42:00,no
85,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,octopus8,"ordered on 9sept, received on 16sept. yet to try. mfg date for 130ml crystal micro-essence is jun 2019. exp date for uv perfect is may 2022. all in sealed bag",ordered on sept received on sept yet to try meg date for 130ml crystal micro essence is jun 2019 exp date for uv perfect is may 2022 all in sealed bag,,5.0,2019-09-16 17:38:00,no
86,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,afizahnaserap,items received in good condition thank you ,items received in good condition thank you,,5.0,2019-10-16 23:59:00,no
87,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,v.eclipse.v,product came quickly and incredibly well-packaged with a free gift :) thank you.,product came quickly and incredibly well packaged with a free gift thank you,,5.0,2019-10-12 15:56:00,no
88,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,y_huixin,"good product quality, fast delivery",good product quality fast delivery,,5.0,2019-10-05 05:53:00,no
89,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,secretvampire,"fast delivery, received with 2weeks.. really worth the price, compare to shop is really much more cheaper and cone with the complexion.. both manufacturers date are this year.. thxqqq~~ ",fast delivery received with weeks really worth the price compare to shop is really much more cheaper and cone with the complexion both manufacturers date are this year thxqq,,5.0,2019-09-10 01:20:00,no
90,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,andreafernan,"received the items in good condition
expiry in 2022 
worth buying.",received the items in good condition expiry in 2022 worth buying,,5.0,2019-09-16 14:28:00,no
91,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,jaimecher,fast delivery and item was well received second time purchase and it came with uv sunblock. love to see more promo good buy ,fast delivery and item was well received second time purchase and it came with uv sunblock love to see more promo good buy,,5.0,2019-09-09 15:41:00,no
92,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,maythetkhaing,super fast. thanks,super fast thanks,,5.0,2019-10-02 19:27:00,no
93,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",25.9,qtxhuiqtxhui,"super love this product !! so lucky to be able to purchase it from shopee, i went to watson the other day and couldn’t find this. also the price is so much cheaper here than retail!",super love this product so lucky to be able to purchase it from hope i went to watson the other day and could t find this also the price is so much cheaper here than retail,,5.0,2019-09-04 16:56:00,no
